trial,objective,precision,recall,f1,fpr,approve_threshold,block_threshold,cap,fpr_le_target,precision_ge_target,policy_pass
281,0.2974127543618341,0.212919776119403,0.3534649632210608,0.26575462087032453,0.047378728003986834,0.3436169148178396,0.7542489038071808,0.25652815230918224,False,False,False
320,0.2973528223409374,0.20748566932673934,0.35733643050716224,0.26253288771954775,0.04949146831942387,0.27284754329898764,0.7490130878596114,0.408989498049926,False,False,False
39,0.2968347237158673,0.20740907555455468,0.35656213704994194,0.26226240478393964,0.04940723946963901,0.21214232246173953,0.7481309302530135,0.42702692380441964,False,False,False
75,0.296752391417984,0.2141762000235877,0.3515292295780101,0.26617808721143277,0.04676806884304656,0.3215701531676455,0.7555170297181273,0.44828891463377074,False,False,False
68,0.29644284177611624,0.2137557413732187,0.351335656213705,0.2657977593907886,0.04685931676364683,0.41953685616388436,0.7545173039495159,0.3161099891195214,False,False,False
90,0.2964356209947135,0.2107571560480148,0.3534649632210608,0.2640636297903109,0.047996406235742514,0.2865159557261837,0.7510905545535914,0.2676396080913961,False,False,False
207,0.2948339113355397,0.21680183997094782,0.34668989547038326,0.2667758993073658,0.0454133881756733,0.2794961261541281,0.7579264924452196,0.4055105400799989,False,False,False
217,0.29384713365694554,0.21823984288695225,0.34417344173441733,0.26710733869150455,0.044704462023317355,0.41340854803683985,0.7589287461033538,0.37999378417117713,False,False,False
334,0.2930318894118692,0.21865348980852378,0.3426248548199768,0.26694819395219066,0.044395622907439515,0.39701100842457754,0.7594851326815901,0.43640115855008244,False,False,False
288,0.2928397855407224,0.2196639701306783,0.3416569879984514,0.26740398454662523,0.044009574012592215,0.4285151450816129,0.7623440491518987,0.34045156455083114,False,False,False
29,0.29258294528361983,0.2202351175587794,0.3408826945412311,0.26758851238413617,0.04376390653405302,0.346611293253699,0.7621146896157867,0.2817651889925235,False,False,False
188,0.28943844059410206,0.22383796416515192,0.3337204800619435,0.2679515076157911,0.04196000533449382,0.3989487512013281,0.767074470222831,0.3591629520889264,False,False,False
160,0.28898054452064775,0.22457516339869282,0.33255903987611307,0.2681023720349563,0.04163712807698517,0.20109090537867885,0.7681106963511528,0.2403438358250028,False,False,False
